ORIG_INDEX,Unnamed: 0,Name,CAS,Year,Status,Is_a_Metabolite,Has_a_Metabolite,Route,VD(liter),Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),SMILES,ChEMBL_ID,pKa_acidic_cx,pKa_basic_cx,IonType,Tmax,Cmax_uM,log_t1/2(hour),log_VD(liter),log_Cl(liter/hour),log_Cmax_uM,logit_F(percentage),logit_PPB(percentage),log_Tmax,NAME_NORM,LogP,MW,BCS_Candidate
671,671,PENICILLIN G,61-33-6,1947,,,,ORAL INJECTION INTRAMUSCULAR INTRAVENOUS ,15.0,24.8,0.7,60.0,,134.7,MICROMOLAR,,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O.O.c1ccc(CNCCNCc2ccccc2)cc1,CHEMBL29,3.53,,Anionic,,134.7,-0.1549013395654979,1.1760912880086458,1.39445169833809,2.1293675989471463,,0.1760912590556812,,PENICILLING,0.9888000000000056,981.204,Class I/III (High Solubility)
672,672,PENICILLIN V,87-08-1,1958,,,,ORAL ,26.6,26.5,0.84,80.0,,,, ;,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],CHEMBL615,3.39,,Anionic,,,-0.0757201969211857,1.424881652957927,1.4232458903252785,,,0.6020599913279624,,PENICILLINV,-3.633599999999997,388.4860000000001,Class I/III (High Solubility)
673,673,CLINDAMYCIN,18323-44-9,1970,, 1445  1446 ,,ORAL ,51.3,17.5,2.4,94.0,,5.89,MICROMOLAR, ;,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl,CHEMBL1753,12.41,7.55,Cationic,,5.89,0.3802114226676024,1.7101173735775954,1.2430380735031212,0.7701153685213028,,1.194976603216055,,CLINDAMYCIN,0.8112999999999999,461.45200000000006,Class I/III (High Solubility)
674,674,CEFPODOXIME PROXETIL,87239-81-4,1992,,, 1633 ,ORAL ,,,,,,,, ;,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,CHEMBL1201016,10.99,3.28,Neutral,,,,,,,,,,CEFPODOXIMEPROXETIL,0.8270000000000015,557.6070000000001,Class I/III (High Solubility)
675,675,CLOXACILLIN,61-72-3,1971,DISCONTINUED,,,ORAL ,,,,,,,, ;,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],CHEMBL891,3.75,,Anionic,,,,,,,,,,CLOXACILLIN,-2.6066799999999963,475.88600000000025,Class I/III (High Solubility)
676,676,TETRACYCLINE,60-54-8,1953,,,,ORAL OPHTHALMIC INJECTION TOPICAL PERIODONTAL,78.0,5.8,9.4,22.0,,1.68,MICROMOLAR,3.3 ;,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,CHEMBL1440,2.91,8.81,Zwitterionic,3.3,1.68,0.9731278998012368,1.8920946082583583,0.7634280684412897,0.225309540234406,,-0.5496719218682742,0.518514071482256,TETRACYCLINE,0.207400000000001,480.9010000000001,Class I/III (High Solubility)
677,677,PENTOBARBITAL,76-74-4,1973,,,,ORAL INJECTION RECTAL,59.0,1.83,22.0,61.0,,,,,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CHEMBL448,7.48,,Neutral,,,1.3424227005628642,1.7708520190030674,0.2624513270497536,,,0.1942652279842678,,PENTOBARBITAL,1.1849999999999998,226.276,Class I/III (High Solubility)
678,678,CEPHALOGLYCIN,3577-01-3,1970,DISCONTINUED,,,ORAL ,,,,,,,, ;,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,CHEMBL1200971,3.15,7.23,Anionic,,,,,,,,,,CEPHALOGLYCIN,-0.0118999999999975,405.4320000000001,Class I/III (High Solubility)
679,679,NYSTATIN,1400-61-9,1964,,,,TOPICAL ORAL VAGINAL ,,,9.0,20.0,,,, ;,,CHEMBL5465559,3.72,9.11,Zwitterionic,,,0.9542425576942646,,,,,-0.6020599913279624,,NYSTATIN,,,Error
680,680,DEMECLOCYCLINE,127-33-3,1960,,,,ORAL ,84.5,4.3,13.0,65.0,,2.62,MICROMOLAR, ;,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CHEMBL1591,2.59,8.54,Zwitterionic,,2.62,1.1139433857141032,1.926856714089272,0.6334685565782915,0.4183014570809665,,0.2688453122925799,,DEMECLOCYCLINE,0.2649000000000006,464.8580000000002,Class I/III (High Solubility)
681,681,OXYTETRACYCLINE,79-57-2,1964,DISCONTINUED,,,ORAL INJECTION VAGINAL OPHTHALMIC OTIC ,110.0,7.8,10.0,10.0,,,, ;,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,CHEMBL1517,2.84,7.38,Anionic,,,1.000000043429446,2.0413926891063565,0.8920946583692566,,,-0.9542425094393248,,OXYTETRACYCLINE,-1.2435999999999974,460.43900000000014,Class I/III (High Solubility)
682,682,AMPHOTERICIN B,1397-89-3,1964,,,,TOPICAL ORAL INJECTION ,6.5,0.715,8.5,90.0,,89.9,MICROMOLAR, ;,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,CHEMBL267345,3.69,9.12,Zwitterionic,,89.9,0.9294189768077582,0.8129134234573862,-0.1456933507944743,1.9537596965640909,,0.9542425094393248,,AMPHOTERICINB,0.7117000000000053,924.0910000000002,Class I/III (High Solubility)
683,683,MINOCYCLINE,10118-90-8,1971,,,,ORAL INJECTION DENTAL TOPICAL,104.0,4.68,19.0,,,9.14,MICROMOLAR, ;,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,CHEMBL1434,2.9,7.9,Zwitterionic,,9.14,1.278753623810433,2.0170333434746888,0.6702459458720803,0.9609462432496364,,,,MINOCYCLINE,0.6084,493.9440000000002,Class I/III (High Solubility)
684,684,LINCOMYCIN,154-21-2,1964,,,,ORAL INJECTION ,65.0,8.2,5.4,57.0,,39,MICROMOLAR,,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1.Cl.O,CHEMBL1447,12.37,7.97,Cationic,,39.0,0.7323938402478651,1.812913363324309,0.9138139053464552,1.591064618162255,,0.1224064000929048,,LINCOMYCIN,-1.259899999999999,461.0210000000002,Class I/III (High Solubility)
685,685,TROLEANDOMYCIN,2751-09-9,1969,DISCONTINUED,,,ORAL ,,,,,,,,,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CHEMBL564085,,7.87,Cationic,,,,,,,,,,TROLEANDOMYCIN,3.6209000000000087,813.9790000000003,Class I/III (High Solubility)
686,686,NOVOBIOCIN,303-81-1,1964,DISCONTINUED,,,ORAL ,,,,,,,, ;,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+],CHEMBL36506,5.51,,Anionic,,,,,,,,,,NOVOBIOCIN,-0.0008799999999988,634.6140000000001,Class I/III (High Solubility)
687,687,CEPHALEXIN,15686-71-2,1971,,,,ORAL ,13.6,15.2,1.2,15.0,95.0,92.2,MICROMOLAR,1,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.Cl.O,CHEMBL1200544,3.26,7.23,Anionic,1.0,92.2,0.0791816079595422,1.133538940303634,1.181843616516777,1.9647309257639816,1.2787536009528289,-0.7533276666586115,4.3429426472042774e-07,CEPHALEXIN,0.0420000000000012,401.87200000000007,Class I/III (High Solubility)
688,688,RIFAMPIN,13292-46-1,1971,,,,ORAL INJECTION ,63.0,13.6,3.6,80.0,,38.9,MICROMOLAR,2.5,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL374478,6.8,7.37,Anionic,2.5,38.9,0.5563026214046266,1.7993405563471447,1.133538940303634,1.58994961249009,,0.6020599913279624,0.3979401823897956,RIFAMPIN,4.335420000000004,822.9530000000003,Class I/III (High Solubility)
689,689,AMOXICILLIN,26787-78-0,1974,,,,ORAL ,16.0,12.8,1.0,20.0,,20.5,MICROMOLAR,1.50 ;,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],CHEMBL1082,3.23,7.22,Anionic,1.5,20.5,4.3429426472042774e-07,1.204120009799329,1.1072100035771235,1.3117538822408503,,-0.6020599913279624,0.1760915485852393,AMOXICILLIN,-4.306999999999997,387.39300000000014,Class I/III (High Solubility)
690,690,CYCLACILLIN,3485-14-1,1979,DISCONTINUED,,,ORAL ,,,,,,,, ;,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,CHEMBL1200356,3.3,8.45,Zwitterionic,,,,,,,,,,CYCLACILLIN,0.2797000000000011,341.433,Class I/III (High Solubility)
691,691,CEFACLOR,53994-73-3,1979,,,,ORAL ,,,0.75,37.5,85.0,62,MICROMOLAR,0.75 ;,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,CHEMBL1201018,2.83,7.23,Anionic,0.75,62.0,-0.1249381575493767,,,1.7923916965030036,0.7533276666586115,-0.2218487496163564,-0.1249381575493767,CEFACLOR,0.6213000000000004,367.814,Class I/III (High Solubility)
692,692,CEPHRADINE,38821-53-3,1974,DISCONTINUED,,,ORAL INJECTION ,13.6,12.8,0.85,5.0,,,, ;,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CHEMBL1604,3.27,7.6,Zwitterionic,,,-0.0705805633513232,1.133538940303634,1.1072100035771235,,,-1.278753600952829,,CEPHRADINE,0.3486000000000011,349.4120000000001,Class I/III (High Solubility)
693,693,CEFUROXIME AXETIL,64544-07-6,1987,,, 1029 ,ORAL ,,,,,,,, ;,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CHEMBL1095930,10.92,,Neutral,,,,,,,,,,CEFUROXIMEAXETIL,-0.1682999999999985,510.4810000000003,Class I/III (High Solubility)
694,694,CLAVULANATE,58001-44-8,1984,,,,ORAL INJECTION ,14.3,12.0,1.0,25.0,,12,MICROMOLAR, ;,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+],CHEMBL1003,3.32,,Anionic,,12.0,4.3429426472042774e-07,1.1553360678353042,1.07918128223883,1.07918128223883,,-0.4771212547196624,,CLAVULANATE,-5.426299999999999,237.25199999999995,Class I/III (High Solubility)
695,695,VANCOMYCIN,1404-90-6,1964,,,,ORAL INTRAVENOUS INJECTION ,35.1,5.07,6.5,30.0,,0.45,MICROMOLAR, ;,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,CHEMBL262777,,,Neutral,,0.45,0.8129134234573862,1.545307128838886,0.7050080449929886,-0.3467865211268799,,-0.3679767852945944,,VANCOMYCIN,0.1062000000000051,1449.2710000000004,Class I/III (High Solubility)
696,696,CEFIXIME,79350-37-1,1989,,,,ORAL ,15.6,3.9,4.0,65.0,45.0,4.41,MICROMOLAR, ;,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,CHEMBL1541,2.62,3.95,Anionic,,4.41,0.6020600999015693,1.1931246261938506,0.5910647183840444,0.6444386879473017,-0.0871501757189001,0.2688453122925799,,CEFIXIME,-0.5447999999999991,453.45800000000014,Class I/III (High Solubility)
697,697,CLARITHROMYCIN,81103-11-9,1991,,,,ORAL ,97.5,28.5,6.0,77.0,50.0,5,MICROMOLAR,,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)C(C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(OC)C[C@H](C)C(=O)[C@@H](C)[C@H](O)[C@@]1(C)O,CHEMBL1741,12.46,8.38,Cationic,,5.0,0.7781513227660513,1.989004620152839,1.4548448752469127,0.6989700911949065,0.0,0.524762889154889,,CLARITHROMYCIN,2.439700000000004,747.9640000000002,Class I/III (High Solubility)
698,698,CEFPROZIL,92665-29-7,1991,,,,ORAL ,15.0,11.7,1.3,36.0,95.0,47,MICROMOLAR, ;,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,CHEMBL3301800,3.3,7.22,Anionic,,47.0,0.1139436863793866,1.1760912880086458,1.0681858988653463,1.6720978671760254,1.2787536009528289,-0.2498774732165999,,CEFPROZIL,0.7067000000000008,389.4330000000001,Class I/III (High Solubility)
699,699,LORACARBEF,76470-66-1,1991,DISCONTINUED,,,ORAL ,25.0,14.4,1.2,35.0,,41.4,MICROMOLAR, ;,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1.O,CHEMBL1200610,2.93,7.23,Anionic,,41.4,0.0791816079595422,1.3979400260438166,1.1583625222545877,1.6170003516111036,,-0.2688453122925799,,LORACARBEF,-0.1138999999999995,367.7890000000001,Class I/III (High Solubility)
700,700,AZITHROMYCIN,83905-01-5,1991,,,,ORAL INJECTION OPHTHALMIC,2021.0,37.8,68.0,29.0,34.0,1.33,MICROMOLAR, ;,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL529,12.43,9.57,Cationic,,1.33,1.83250891909292,3.305566313730195,1.577491811326497,0.1238519675041674,-0.2880650184996136,-0.3888603508201191,,AZITHROMYCIN,1.9007000000000052,748.9960000000001,Class I/III (High Solubility)
701,701,DIRITHROMYCIN,62013-04-1,1995,DISCONTINUED,,,ORAL ,,,,,,,, ;,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,CHEMBL1237072,12.48,13.48,Cationic,,,,,,,,,,DIRITHROMYCIN,2.201700000000009,835.086,Class I/III (High Solubility)
702,702,CEFTIBUTEN,97519-39-6,1995,DISCONTINUED,,,ORAL ,32.5,5.0,2.0,65.0,,36.5,MICROMOLAR, ;,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,CHEMBL1605,2.85,4.68,Anionic,,36.5,0.3010302128111679,1.5118833743417812,0.6989700911949065,1.5622928763549535,,0.2688453122925799,,CEFTIBUTEN,-0.0481999999999998,410.4330000000001,Class I/III (High Solubility)
703,703,RIFABUTIN,72559-06-9,1992,,,,ORAL ,604.5,44.8,45.0,85.0,20.0,443.2,NANOMOLAR,,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CHEMBL444633,6.88,7.87,Zwitterionic,,0.4432,1.653212523426332,2.7813963059152265,1.651278023692217,-0.3533992683744102,-0.6020599913279624,0.7533276666586115,,RIFABUTIN,4.615720000000003,847.0190000000003,Class I/III (High Solubility)
704,704,PYRAZINAMIDE,98-96-4,1971,,, 1613 ,ORAL ,55.1,3.82,10.0,10.0,96.8,227.8,MICROMOLAR,,NC(=O)c1cnccn1,CHEMBL614,13.06,,Neutral,,227.8,1.000000043429446,1.7411516067337174,0.5820634766013488,2.357553721649554,1.480725378988487,-0.9542425094393248,,PYRAZINAMIDE,-0.4245000000000001,123.11499999999998,Class I/III (High Solubility)
705,705,TACROLIMUS,104987-11-3,1994,,,,ORAL INJECTION TOPICAL ,126.1,2.6,34.8,99.0,18.0,36.9,NANOMOLAR,,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O,CHEMBL3989887,9.96,,Neutral,,0.0369,1.541579256426307,2.10071509001713,0.4149735150071251,-1.4329618645022604,-0.6585413472804106,1.99563519459755,,TACROLIMUS,3.814300000000004,822.046,Class I/III (High Solubility)
706,706,FOSFOMYCIN,23155-02-4,1996,,,,ORAL ,136.1,16.9,5.7,0.0,37.0,189,MICROMOLAR,,C[C@@H]1O[C@@H]1P(=O)(O)O,CHEMBL1757,1.25,,Anionic,,189.0,0.7558749318644991,2.1338581283943303,1.227886730311571,2.276461806471098,-0.2311388253865867,-2.9995654882259823,,FOSFOMYCIN,-0.0911,138.059,Class I/III (High Solubility)
707,707,MYCOPHENOLATE MOFETIL,128794-94-5,1995,,, 1072 ,ORAL INJECTION ,,,,,94.0,,,,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CHEMBL1456,9.76,6.19,Neutral,,,,,,,1.194976603216055,,,MYCOPHENOLATEMOFETIL,2.52402,433.5010000000003,Class I/III (High Solubility)
708,708,CEFDINIR,91832-40-5,1997,,,,ORAL ,22.75,60.0,1.7,65.0,,7.26,MICROMOLAR,,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,CHEMBL927,2.73,3.61,Anionic,,7.26,0.230449176845541,1.3569814200829982,1.778151257621885,0.8609366805202662,,0.2688453122925799,,CEFDINIR,-0.1717999999999988,395.4220000000001,Class I/III (High Solubility)
709,709,IVERMECTIN,70288-86-7,1996,,,,ORAL TOPICAL ,,,18.0,99.0,,53,NANOMOLAR,4,CCC(C)C1OC2(CCC1C)CC1CC(C/C=C(\C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)/C=C/C=C3\COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,CHEMBL6067487,,,Neutral,4.0,0.053,1.2552725292307767,,,-1.2757159362410064,,1.99563519459755,0.6020600999015693,IVERMECTIN,5.601400000000008,875.1060000000002,Class IV (Low Sol/Low Perm)
710,710,MYCOPHENOLIC ACID,24280-93-1,2004,, 1066 ,,ORAL ,112.0,8.4,12.0,98.0,93.0,81.5,MICROMOLAR,,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,CHEMBL866,3.57,,Anionic,,81.5,1.07918128223883,2.049218026547811,0.9242793377636026,1.9111576140687432,1.1233849085396783,1.6901960800285136,,MYCOPHENOLICACID,2.73322,320.341,Class I/III (High Solubility)
711,711,AZACITIDINE,320-67-2,2004,,,,INTRAVENOUS SUBCUTANEOUS ORAL,76.0,167.0,0.68,,89.0,3,MICROMOLAR,,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,CHEMBL1489,12.55,,Neutral,,3.0,-0.1674904486258775,1.8808135979951923,2.222716473748149,0.4771213994844656,0.9079973214866878,,,AZACITIDINE,-3.168,244.207,Class I/III (High Solubility)
712,712,PAROMOMYCIN,7542-37-2,1969,,,,ORAL ,,,,,,,,,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,CHEMBL370143,12.15,9.59,Cationic,,,,,,,,,,PAROMOMYCIN,-9.514500000000016,713.7130000000005,Class I/III (High Solubility)
713,713,CYCLOSERINE,68-41-7,1964,,,,ORAL ,,,12.0,,,,,6,N[C@@H]1CONC1=O,CHEMBL771,4.21,8.36,Zwitterionic,6.0,,1.07918128223883,,,,,,0.7781513227660513,CYCLOSERINE,-1.624900000000001,102.093,Class I/III (High Solubility)
714,714,METHACYCLINE,914-00-1,0,DISCONTINUED,,,ORAL ,,,,,,,, ;,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,CHEMBL249837,2.88,7.41,Zwitterionic,,,,,,,,,,METHACYCLINE,-0.0160999999999992,478.88500000000016,Class I/III (High Solubility)
715,715,DRONEDARONE,141626-36-0,2009,,,,ORAL ,1400.0,140.0,16.0,98.0,15.0,,,,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl,CHEMBL184412,9.08,9.79,Cationic,,,1.204120009799329,3.1461280359884483,2.1461280387803416,,-0.7533276666586115,1.6901960800285136,,DRONEDARONE,7.470800000000009,593.2300000000005,Class IV (Low Sol/Low Perm)
716,716,ARTEMETHER,71963-77-4,2009,,, 1092 ,ORAL ,,,2.0,95.4,,201,NANOMOLAR,2,C[C@H]1C(O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CCC1[C@@]24OO3,CHEMBL566534,,,Neutral,2.0,0.201,0.3010302128111679,,,-0.6968017819158216,,1.3167905430225215,0.3010302128111679,ARTEMETHER,2.1867,284.352,Class I/III (High Solubility)
717,717,AMPHETAMINE,300-62-9,1955,, 22  294 , 177  1319  249 ,ORAL ,396.0,37.0,7.3,20.0,,185,NANOMOLAR, ;,CC(N)Cc1ccccc1,CHEMBL405,,10.01,Cationic,,0.185,0.8633229196128466,2.597695187022216,1.5682017358046836,-0.7328259240655909,,-0.6020599913279624,,AMPHETAMINE,1.5763,135.20999999999998,Class I/III (High Solubility)
718,718,BROMPHENIRAMINE,86-22-6,1957,,,,ORAL INJECTION ,,,25.0,72.0,,,,5 ;,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CHEMBL811,,9.48,Cationic,5.0,,1.3979400260438166,,,,,0.4101744650890492,0.6989700911949065,BROMPHENIRAMINE,3.639500000000001,435.3180000000001,Class I/III (High Solubility)
719,719,LUMEFANTRINE,82186-77-4,2009,,,,ORAL ,,,101.0,99.7,,14,MICROMOLAR,6,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccccc1,CHEMBL38827,,9.78,Cationic,6.0,14.0,2.004321378082588,,,1.1461280666992713,,2.5215739035919973,0.7781513227660513,LUMEFANTRINE,8.498300000000006,494.50600000000014,Class II (Low Sol/High Perm)
720,720,EVEROLIMUS,159351-69-6,2009,,,,ORAL ,358.0,8.2,30.0,74.0,,,,,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CHEMBL1908360,9.96,,Neutral,,,1.4771212691961448,2.5538830278569877,0.9138139053464552,,,0.4542583717601582,,EVEROLIMUS,6.197200000000008,958.24,Class IV (Low Sol/Low Perm)
721,721,AMLODIPINE,88150-42-9,1992,,,,ORAL ,1365.0,27.3,40.0,93.0,77.0,,,8,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)/C=C\C(=O)O,CHEMBL1491,,9.45,Cationic,8.0,,1.6020600021853242,3.13513265169494,1.4361626629489783,,0.524762889154889,1.1233849085396783,0.9030900412787504,AMLODIPINE,1.9781000000000009,524.9540000000002,Class I/III (High Solubility)
722,722,METHANTHELINE,5818-17-7,1951,DISCONTINUED,,,ORAL ,,,2.0,,,73.5,NANOMOLAR, ;,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-],CHEMBL1201264,,,Neutral,,0.0735,0.3010302128111679,,,-1.1337067521875392,,,,METHANTHELINE,0.9577999999999997,420.3470000000001,Class I/III (High Solubility)
723,723,PRIMAQUINE,90-34-6,1952,,,,ORAL ,292.0,37.6,5.6,,,16,NANOMOLAR, ;,COc1cc(NC(C)CCCNC(=O)n2nnc3ccccc32)c2ncccc2c1,CHEMBL506,,10.2,Cationic,,0.016,0.7481881045587795,2.465382852935728,1.575187856478046,-1.7958528747871525,,,,PRIMAQUINE,3.826600000000002,404.4740000000001,Class I/III (High Solubility)
724,724,OXYPHENONIUM,14214-84-7,0,DISCONTINUED,,,ORAL ,,,,,,,, ;,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,CHEMBL1201286,11.53,,Neutral,,,,,,,,,,OXYPHENONIUM,3.484100000000001,348.50700000000023,Class I/III (High Solubility)
